P31946	ENSG00000166913.13
H0YLP6	ENSG00000108107.15
H0YM79	ENSG00000140519.14
H0YMP2	ENSG00000166949.17
H3BSN7	ENSG00000205336.14
I3L0U0	ENSG00000179314.17
A0A087X0F5	ENSG00000197912.16
A0A087X125	ENSG00000165841.11
V9GYG0	ENSG00000151729.11
E5RFY9	ENSG00000119280.17
H7C059	ENSG00000197548.13
H7C0X8	ENSG00000042493.16
H7C193	ENSG00000111696.12
V9GYP2	ENSG00000105650.23
E5RFQ9	ENSG00000104375.17
F8VRL1	ENSG00000075089.10
F8VSA1	ENSG00000139546.12
F8VV00	ENSG00000136098.18
F8VZ09	ENSG00000164048.14
M0R2Y1	ENSG00000131864.11
M0QYH6	ENSG00000104960.15
M0QYN0	ENSG00000074842.8
M0QYX4	ENSG00000142459.9
H3BQA9	ENSG00000067221.14
M0QX09	ENSG00000161609.10
M0R353	ENSG00000176531.11
D6R9A1	ENSG00000113456.20
D6RFE8	ENSG00000174227.16
F8W921	ENSG00000114650.21
F8WCT5	ENSG00000163521.16
F8WDM7	ENSG00000105974.13
D6RAJ0	ENSG00000109339.24
D6RBW8	ENSG00000138757.15
D6RIA4	ENSG00000123415.16
E7ESM3	ENSG00000149100.13
F6QPS0	ENSG00000004897.12
F6XSS0	ENSG00000188672.19
F8WC22	ENSG00000159147.18
F8WDI2	ENSG00000123130.17
F8WF02	ENSG00000168291.13
F8WF72	ENSG00000163689.21
Q5SR47	ENSG00000117322.19
Q5VX67	ENSG00000182957.16
A0A8V8TM69	ENSG00000143669.16
A0A8V8TMC2	ENSG00000112365.6
A0A8V8TR83	ENSG00000213639.11
A0A8V8TRA6	ENSG00000113575.12
E5RH71	ENSG00000010810.18
J3QKZ5	ENSG00000160392.14
A0A994J420	ENSG00000290315.1
A0A669KAW2	ENSG00000288529.1
A0A6Q8PG67	ENSG00000133019.12
A0A6Q8PGJ9	ENSG00000102445.20
A0A6Q8PGP8	ENSG00000155980.13
A0A8I5KXP7	ENSG00000110074.12
A0A804CF28	ENSG00000077279.21
A0A804HI71	ENSG00000081052.14
A0A804HIP5	ENSG00000104133.16
A0A804HJJ6	ENSG00000101076.20
A0A804HK67	ENSG00000182923.20
A0A804HK70	ENSG00000046651.16
A0A8I5KQL6	ENSG00000172915.20
A0A8I5KQU8	ENSG00000166337.11
A0A8I5KQY1	ENSG00000177030.19
A0A8I5KSB8	ENSG00000181555.22
A0A8I5KT94	ENSG00000157514.18
A0A8I5KUR7	ENSG00000197375.14
H3BPY5	ENSG00000153048.11
H3BT94	ENSG00000140398.14
J3KN16	ENSG00000136813.15
E5RHN1	ENSG00000104613.12
J3KSK5	ENSG00000266173.7
J3KSP0	ENSG00000182628.13
K7EK75	ENSG00000104915.15
K7EMT1	ENSG00000007202.16
K7ENL0	ENSG00000184640.20
K7EP01	ENSG00000132475.10
K7EQS2	ENSG00000198863.8
K7ER68	ENSG00000064547.14
J3KRZ9	ENSG00000179604.10
K7EJL1	ENSG00000072958.9
K7EMY9	ENSG00000099622.14
K7EPH2	ENSG00000179115.11
K7ES08	ENSG00000196684.12
A0A0C4DGM1	ENSG00000172236
A0A096LP23	ENSG00000165269.13
A0A0D9SGK0	ENSG00000173575.24
A0A1B0GUC3	ENSG00000140718.22
A0A1B0GVS5	ENSG00000241224.8
A0A1B0GWJ2	ENSG00000049618.25
E7ENZ3	ENSG00000150753.12
H7C0U7	ENSG00000155657.29
H7C1L9	ENSG00000153827.15
H7C354	ENSG00000160796.18
H7C456	ENSG00000047849.22
Q5SZX6	ENSG00000163468.15
C9IZQ0	ENSG00000198464.14
C9JCP7	ENSG00000106018.14
C9JFR2	ENSG00000135164.19
C9JYQ5	ENSG00000166278.16
E7EU70	ENSG00000198346.11
H7C267	ENSG00000100029.18
A0A1B0GX82	ENSG00000166396.13
C9J2Y9	ENSG00000047315.17
C9J4X8	ENSG00000187231.14
C9JI44	ENSG00000135926.15
C9JI88	ENSG00000161040.19
C9JJ08	ENSG00000122507.21
C9JJV6	ENSG00000179820.16
C9JMI8	ENSG00000068354.16
E9PH21	ENSG00000159496.15
B7ZBQ3	ENSG00000124641.16
B8ZZ48	ENSG00000115526.11
B8ZZN7	ENSG00000188010.16
E5RHI0	ENSG00000145675.16
E9PCW0	ENSG00000167085
E9PE10	ENSG00000162437.15
E9PFB9	ENSG00000122483.18
E9PI01	ENSG00000198945.8
E9PJI1	ENSG00000172977.13
E9PKU1	ENSG00000149187.19
E9PN19	ENSG00000116977.19
E9PP73	ENSG00000129083.13
E9PP79	ENSG00000149809.17
E9PR16	ENSG00000030066.14
E9PIR3	ENSG00000150779.12
E9PMS0	ENSG00000110697.13
E9PNE0	ENSG00000178104.22
E9PS59	ENSG00000143379.13
G3V426	ENSG00000063761.16
H0Y5G3	ENSG00000102243.13
H0Y8G9	ENSG00000287542.1
H0YBL1	ENSG00000133731.10
H0YNQ2	ENSG00000235194.9
C9J4A2	ENSG00000180336.18
F5GY87	ENSG00000021300.14
F5H1K5	ENSG00000002016.18
F5H1L3	ENSG00000060339.14
F5H490	ENSG00000081665.14
F5H829	ENSG00000072609.18
H0YHA5	ENSG00000136011.15
A0A0A0MSL0	ENSG00000143393.17
F5GYH3	ENSG00000184047.21
F5H0I7	ENSG00000139372.15
F5H6U7	ENSG00000111711.10
F5H6X0	ENSG00000111358.14
A0A9L9PY38	ENSG00000291315.1
A0A0G2JQ76	ENSG00000279389.3
A0A0J9YWE1	ENSG00000082397.18
A0A0J9YWU3	ENSG00000277361.2
A3KFI9	ENSG00000101138.12
F5H234	ENSG00000173264.16
F6XE55	ENSG00000080503.25
H0Y6R1	ENSG00000144366.17
H0Y914	ENSG00000150753.12
H0YD10	ENSG00000166435.17
H0YEI3	ENSG00000149577.17
H0YG54	ENSG00000076043.11
H0YMH3	ENSG00000106852.16
H0YND2	ENSG00000151575.15
I3L1Y1	ENSG00000108960.9
I3NI19	ENSG00000183979.8
Q5STV6	ENSG00000204498.11
E2QRF9	ENSG00000112312.10
H0Y718	ENSG00000164627.18
H0Y8P9	ENSG00000138162.19
H3BR13	ENSG00000005189.20
H3BTU5	ENSG00000172840.7
I3L0K1	ENSG00000108433.17
I3L1N2	ENSG00000213918.11
I3L537	ENSG00000205629.12
Q5JR07	ENSG00000155366.17
Q5TBE2	ENSG00000135070.15
A0A087WUU2	ENSG00000152484.14
E5RJW9	ENSG00000168575.11
E5RK14	ENSG00000133943.21
V9GYG1	ENSG00000145391.14
H7BYX7	ENSG00000163803.13
H7BZ94	ENSG00000185624.16
H7C139	ENSG00000149968.12
H7C1E8	ENSG00000126870.16
F8VRJ3	ENSG00000111596.14
M0QXC4	ENSG00000008382.16
M0R301	ENSG00000104980.8
M0QYS2	ENSG00000090372.15
M0QZM5	ENSG00000105219.10
M0QZQ8	ENSG00000181029.9
M0R1R0	ENSG00000105255.11
M0R3G4	ENSG00000126461.15
D6RA96	ENSG00000026036.23
H3BMB2	ENSG00000132749.11
H3BSZ6	ENSG00000197774.14
H3BUE0	ENSG00000140743.8
M0QXR8	ENSG00000197937.13
M0R1X7	ENSG00000090674.16
A0A8Q3SI35	ENSG00000010671.18
A0A8Q3SIM3	ENSG00000122417.16
D6R9F7	ENSG00000137802.14
D6RBY0	ENSG00000175449.15
D6RG26	ENSG00000165671.22
F8W6L1	ENSG00000090534.20
F8W9L4	ENSG00000068078.20
F8WBM0	ENSG00000173175.16
F8WDT8	ENSG00000136271.11
A0A8Q3SI03	ENSG00000132842.15
A0A8Q3WKA4	ENSG00000137409.21
A0A8V8TM05	ENSG00000136631.16
A0A8V8TMM2	ENSG00000134460.19
A0A8V8TP54	ENSG00000107521.21
A0A994J503	ENSG00000176406.25
A0A994J516	ENSG00000145349.20
A0A994J6T5	ENSG00000165119.22
H3BQ32	ENSG00000103449.13
H3BSZ3	ENSG00000167186.11
H3BV43	ENSG00000260861.6
M0R2G1	ENSG00000079435.10
A0A0A0MTT3	ENSG00000101489.20
C9JCM2	ENSG00000186814.15
H3BSE6	ENSG00000255330.9
H7C250	ENSG00000156170.14
K7EKF1	ENSG00000177051.6
K7ELF3	ENSG00000071564.19
K7ELR3	ENSG00000196967.11
K7EMK6	ENSG00000159882.13
K7ENN8	ENSG00000221926.13
A0A0C4DGF4	ENSG00000070985.14
A0A0C4DGN1	ENSG00000074370.18
A0A0D9SFM1	ENSG00000140521.18
A0A0D9SGJ7	ENSG00000075043.21
A0A0U1RRM9	ENSG00000138162.19
D6R911	ENSG00000144868.14
D6R951	ENSG00000146094.16
D6RA56	ENSG00000164182.12
D6RGK7	ENSG00000183624.14
J3QLC2	ENSG00000008838.21
Q5T282	ENSG00000164975.16
A0A0C4DGE8	ENSG00000154359.13
Q5JSC9	ENSG00000156671.15
Q5T5C7	ENSG00000031698.13
E7EP22	ENSG00000013561.18
H7BYR8	ENSG00000197971.16
H7C232	ENSG00000189362.12
A0A1B0GTU7	ENSG00000140521.18
A0A1B0GVQ8	ENSG00000114786.16
E7EQR8	ENSG00000137207.12
E7EUU8	ENSG00000093010.15
E7EVI1	ENSG00000040341.18
H7C049	ENSG00000115657.14
H7C5I4	ENSG00000145919.11
H7C5T7	ENSG00000121577.14
B1AL12	ENSG00000107816.17
C9IZ88	ENSG00000066032.19
C9J659	ENSG00000080200.10
C9J6S5	ENSG00000110066.16
C9J869	ENSG00000158092.7
C9JD78	ENSG00000087085.16
C9JY17	ENSG00000114405.11
C9JY58	ENSG00000198836.11
C9JY63	ENSG00000164830.19
C9K084	ENSG00000122643.23
C9IZF0	ENSG00000163611.11
C9J2X5	ENSG00000106304.16
C9J598	ENSG00000177994.16
C9J5X9	ENSG00000181544.16
C9J710	ENSG00000114107.9
C9JFN2	ENSG00000161955.17
C9JIZ3	ENSG00000115271.11
C9JR83	ENSG00000113810.16
C9K0I0	ENSG00000126467.11
C9JZR2	ENSG00000198561.16
E9PBC1	ENSG00000072134.16
E9PHB8	ENSG00000284461.2
E9PK16	ENSG00000168958.21
E9PK79	ENSG00000159063.14
E9PKH8	ENSG00000156738.18
E9PMS6	ENSG00000136153.21
E9PN78	ENSG00000064309
E9PNY5	ENSG00000162747.13
E9PNY9	ENSG00000176029.14
E9PQ46	ENSG00000175274.19
E9PR36	ENSG00000134640.3
G3V223	ENSG00000213930.12
G3V3I1	ENSG00000100902.11
G3V3S1	ENSG00000139990.18
G3V5D8	ENSG00000185100.12
H9KVD9	ENSG00000034239.11
X6RIY5	ENSG00000158062.21
B7ZB98	ENSG00000125676.20
C9JAI6	ENSG00000166091.21
E5RHK8	ENSG00000197959.15
E9PE34	ENSG00000118482.12
E9PKU9	ENSG00000148925.11
G3V456	ENSG00000140105.18
A0A0G2JND4	ENSG00000239642.6
A0A0G2JQH3	ENSG00000280618.2
A0A0G2JRT9	ENSG00000280682.3
A0A0J9YYF1	ENSG00000282756.1
H0Y5L2	ENSG00000093144.19
H0Y9U3	ENSG00000145833.16
H0YAZ9	ENSG00000102225.17
H0YCN2	ENSG00000048649.14
H0YHX0	ENSG00000037897.17
H0YMW4	ENSG00000182718.18
Q5T0A6	ENSG00000117682.18
U3KPR7	ENSG00000126247.11
C9IY88	ENSG00000162882.15
C9JV14	ENSG00000183963.19
E5RG87	ENSG00000164756.13
F5GX73	ENSG00000008394.13
F5H3E8	ENSG00000175544.14
E5RJ75	ENSG00000158560.14
H0Y758	ENSG00000183559.12
H0Y811	ENSG00000144451.20
H0Y897	ENSG00000154175.19
H0Y8E6	ENSG00000073111.15
H0Y8J3	ENSG00000163069.13
H0Y9H6	ENSG00000153113.24
H0Y9X9	ENSG00000164308.18
H0YD66	ENSG00000239382.11
H0YDB8	ENSG00000165905.18
H0YJU7	ENSG00000119705.10
H0YK18	ENSG00000170776.22
H0YKT0	ENSG00000196547.15
H0YLL4	ENSG00000196547.15
H0YM05	ENSG00000156206.14
H0YM50	ENSG00000182718.18
I3L131	ENSG00000141556.22
I3L1Q6	ENSG00000213398.8
I3L2R5	ENSG00000175826.12
I3L4G3	ENSG00000080986.13
A0A087X0U5	ENSG00000185728.17
A0A087X2G3	ENSG00000114861.24
H0YNF4	ENSG00000139946.11
I3L3K1	ENSG00000121057.13
I3L424	ENSG00000141485.17
I3L449	ENSG00000102967.12
I3L4D1	ENSG00000102890.16
A0A087WSZ2	ENSG00000248746.6
A0A087WTE8	ENSG00000151150.22
A0A087WYL8	ENSG00000253710.5
A0A087WZB1	ENSG00000289517.1
A0A087X2I1	ENSG00000100519.12
D6RCS3	ENSG00000105219.10
D6RGE7	ENSG00000077684.16
R4GMY0	ENSG00000154102.11
H7C0G6	ENSG00000114738.11
A3KFI3	ENSG00000158747.15
H7C0E3	ENSG00000129646.16
A0A1W2PP14	ENSG00000158411.11
A0A1W2PQP2	ENSG00000108433.17
A0A140T9S0	ENSG00000237599.9
E5RHD0	ENSG00000133878.9
M0R090	ENSG00000249471.8
E5RI82	ENSG00000133731.10
H3BUA6	ENSG00000087263.17
J3KMX3	ENSG00000081051.8
M0R1M2	ENSG00000012124.17
M0R243	ENSG00000197360.9
H3BNS6	ENSG00000140471.17
H3BSE9	ENSG00000008710.20
H3BUZ1	ENSG00000103978.17
A6NG45	ENSG00000123131.13
M0R0R6	ENSG00000012124.17
M0R2Y3	ENSG00000064607.17
H7C118	ENSG00000115685.15
J3KSK9	ENSG00000171634.19
K7EKS5	ENSG00000007264.15
K7EL71	ENSG00000119541.10
K7EMA2	ENSG00000126581.13
K7EN45	ENSG00000127445.14
K7ENX8	ENSG00000099622.14
K7ENY5	ENSG00000130332.15
K7EPV0	ENSG00000183978.8
K7ER96	ENSG00000091164.13
U3KPY5	ENSG00000145979.18
U3KQA2	ENSG00000167081.18
A0A0C4DFR5	ENSG00000135679.27
A0A0C4DG54	ENSG00000152061.24
E5RIN7	ENSG00000164754
V9GY64	ENSG00000149527.18
V9GY76	ENSG00000104885.19
D6R9U8	ENSG00000164039.15
D6RC38	ENSG00000082074.19
D6RHV4	ENSG00000163864.18
D6RIU5	ENSG00000164266.11
F8W6J7	ENSG00000168509.20
F8W7P5	ENSG00000188343.14
F8WCR9	ENSG00000196277.17
F8WD46	ENSG00000256223.6
F8WEC6	ENSG00000100372.15
F8WEL7	ENSG00000160917.15
F8WF62	ENSG00000145020.16
B5MC70	ENSG00000099985.4
F8WDY8	ENSG00000124593.16
F8WE61	ENSG00000122786.20
J3QQQ5	ENSG00000005243.10
J3QS83	ENSG00000082397.18
J3QSH7	ENSG00000101773.19
B5MCT9	ENSG00000166263.13
E7ESB6	ENSG00000204120.16
F6UJY1	ENSG00000178922.18
H7C2Y1	ENSG00000153827.15
J3KRN9	ENSG00000128487.19
J3QQZ2	ENSG00000167281.20
Q5THR1	ENSG00000101452.15
A0A1B0GTG3	ENSG00000243989.9
A0A1B0GTU9	ENSG00000173575.24
A0A1B0GUA8	ENSG00000137177.20
A0A1B0GW94	ENSG00000283208.2
E7EM97	ENSG00000150275.20
E7EN38	ENSG00000113522.14
E7ERC7	ENSG00000120451.11
E7ES21	ENSG00000089472.18
H7C218	ENSG00000106066.15
H7C2U3	ENSG00000108018.17
H7C322	ENSG00000156931.16
H7C4Y1	ENSG00000152601.18
B1AUU8	ENSG00000085832.18
C9IZA4	ENSG00000141698.17
C9J296	ENSG00000091136.15
C9JKQ7	ENSG00000159131.17
C9JW72	ENSG00000073282.14
C9JZV5	ENSG00000099917.17
C9JNR5	ENSG00000254647.7
C9JPQ9	ENSG00000171557.17
C9K031	ENSG00000135919.14
C9K0H3	ENSG00000198538.11
E5RJI9	ENSG00000167904.16
A0AAG2UWP1	ENSG00000292226.2
A0A0U1RQJ6	ENSG00000172053.18
A0A0D9SET6	ENSG00000108094.17
A0A0G2JLQ0	ENSG00000275819.4
A0A0G2JLU6	ENSG00000278415.4
A0A0G2JNZ0	ENSG00000262446.5
A0A0G2JQE3	ENSG00000276482.3
A0A0J9YVZ0	ENSG00000281950.1
C9K0C8	ENSG00000106392.11
E9PDE4	ENSG00000153113.24
E9PIS7	ENSG00000154027.19
E9PL33	ENSG00000149547.15
E9PS24	ENSG00000149489.9
G3V461	ENSG00000166165.14
X6RJS7	ENSG00000185515.16
A0A0A0MRA9	ENSG00000182732.18
E9PB98	ENSG00000183023.19
E9PIS4	ENSG00000101473.17
E9PMX5	ENSG00000005801.18
E9PNF1	ENSG00000149792.9
E9PNR7	ENSG00000148950.11
E9PP98	ENSG00000121680.16
H0Y4C9	ENSG00000124749.18
H0YHG0	ENSG00000257390.5
H0YHP1	ENSG00000064763.12
H0YJ81	ENSG00000182256.13
E9PG84	ENSG00000150961.15
F5H798	ENSG00000051825.15
H0Y5N2	ENSG00000135587.9
H0YHD6	ENSG00000110881.12
Q5T851	ENSG00000107951.15
A0A0A0MS92	ENSG00000078043.16
C9J494	ENSG00000075975.17
F5GZ36	ENSG00000110446.12
A0A0A0MT46	ENSG00000143190.23
C9JNH7	ENSG00000115207.15
F5GXC4	ENSG00000173457.11
F5GXE4	ENSG00000107669.19
F5H8A6	ENSG00000067182.9
H0Y7N4	ENSG00000147459.18
H0Y8T9	ENSG00000080822.17
H0YNM2	ENSG00000185033.15
J3QT59	ENSG00000088179.9
R4GNH4	ENSG00000132879.14
H0Y6P5	ENSG00000152894.15
H0Y9T9	ENSG00000138674.17
H0Y9Y3	ENSG00000172403.11
H0YD03	ENSG00000127328.22
H3BN79	ENSG00000159625.15
I3L0P8	ENSG00000108590.11
Q5TG39	ENSG00000178028.14
R4GNA9	ENSG00000131831.18
A0A087WTM4	ENSG00000131778.20
A0A087WU05	ENSG00000153815.18
A0A087WUY2	ENSG00000138835.24
A0A087WW12	ENSG00000163214.21
A0A087WWI5	ENSG00000151150.22
A0A087WZP5	ENSG00000139974.17
D6RCT4	ENSG00000138642.16
E5RJX4	ENSG00000104695.13
A0A087X0D2	ENSG00000100813.15
A0A2R8Y420	ENSG00000159023.23
A0A2R8Y4C1	ENSG00000148019.14
A0A2R8Y5B9	ENSG00000130703.17
A0A2R8Y5C3	ENSG00000168036.19
A0A2R8Y5Z2	ENSG00000099956.20
A0A2R8YDD3	ENSG00000181404.18
A0A2R8YEL0	ENSG00000018510.18
A0A2R8YFQ9	ENSG00000197912.16
A0A2R8YFX0	ENSG00000257524.6
A0A2U3TZM7	ENSG00000165995.24
A0A3B3IS01	ENSG00000117593.12
A0A1W2PQ61	ENSG00000156113.25
A0A1W2PS08	ENSG00000164199.18
A0A286YF17	ENSG00000177000.13
A0A286YFD4	ENSG00000241128.3
A0A2C9F2M5	ENSG00000176925.8
A0A087X271	ENSG00000064666.15
E5RG91	ENSG00000155975.10
H7C1H0	ENSG00000115457.10
H7BZS5	ENSG00000205442.13
H7C0Q6	ENSG00000146833.16
H7C0Y7	ENSG00000109113.20
H7C1L0	ENSG00000114302.17
F8VRX1	ENSG00000079337.16
F8VWR7	ENSG00000111012.11
F8VWZ8	ENSG00000137962.13
F8VXU4	ENSG00000172602.11
F8W0U4	ENSG00000118596.12
F8W1Z7	ENSG00000174437.18
F8VSD4	ENSG00000177889.10
M0QYG6	ENSG00000269711.1
M0R147	ENSG00000087076.9
M0R221	ENSG00000077312.9
M0R329	ENSG00000099797.15
M0R3I4	ENSG00000105695.15
M0QZA1	ENSG00000126460.11
M0QZT4	ENSG00000125648.15
M0R2P1	ENSG00000105085.11
H3BLX9	ENSG00000135048.14
H3BM93	ENSG00000102900.13
H3BMG4	ENSG00000140525.20
H3BPE3	ENSG00000184110.15
H3BQ52	ENSG00000128989.11
H3BSI4	ENSG00000129993.15
M0QY68	ENSG00000105255.11
M0QYK8	ENSG00000105146.14
M0QZG4	ENSG00000196705.8
H3BNT0	ENSG00000196557.14
H3BPW1	ENSG00000140992.19
H3BQV7	ENSG00000140463.15
H3BSH0	ENSG00000256029.6
H3BTY7	ENSG00000175938.7
B1AHC3	ENSG00000248405.10
E5RJG3	ENSG00000105483.18
A0A8V8TNN7	ENSG00000001626.18
A0A8V8TP83	ENSG00000213928.10
A0A7I2V2Z5	ENSG00000103226.19
A0A7I2V341	ENSG00000105723.13
A0A7I2V3T4	ENSG00000084623.12
A0A7I2V4U6	ENSG00000108298.12
A0A7I2V578	ENSG00000107862.7
A0A3B3ITJ6	ENSG00000198300.14
A0A2P0CT92	ENSG00000154529.15
K7EMN2	ENSG00000142657.21
K7ENA2	ENSG00000256294.8
U3KQC6	ENSG00000125967.17
H3BU00	ENSG00000047346.13
J3KPG9	ENSG00000139631.20
J3KQ48	ENSG00000141378.15
K7EJL4	ENSG00000108840.17
K7EJM1	ENSG00000197808.14
K7EMP5	ENSG00000099875.16
K7EPP6	ENSG00000082805.21
M0QX45	ENSG00000179134.16
V9GYY3	ENSG00000100714.18
A0A0U1RQI6	ENSG00000163539.19
A0A0U1RR68	ENSG00000204272.13
A0A0D9SG79	ENSG00000165006.14
A0A0D9SG99	ENSG00000196208.14
A0AA34QW04	ENSG00000161981.11
A0AA34QVX2	ENSG00000198911.13
A0A6Q8PG51	ENSG00000049759.20
A0A494C1K4	ENSG00000170255
A0A2R8Y212	ENSG00000111642.16
A0A2R8Y7I4	ENSG00000166340.18
A0A2R8YFU9	ENSG00000179583.21
A0A3B3ITT4	ENSG00000130948.10
A0A1W2PQ43	ENSG00000029363.17
A0A1W2PPR2	ENSG00000124313.19
A0A1W2PQY1	ENSG00000124155.19
A0A1W2PRM3	ENSG00000213471.10
A0A1W2PSE9	ENSG00000008056.14
A0A1X7SBZ2	ENSG00000100201
A0A0G2JN29	ENSG00000274779.4
A0A0G2JRX2	ENSG00000280618.2
A0A0G2JSE0	ENSG00000276016.4
A0A0J9YYC8	ENSG00000275896.7
A0A0J9YYD9	ENSG00000273154.3
A0A8J8YUT9	ENSG00000148053.18
A0AAQ5BGR4	ENSG00000021574.15
A0AAQ5BH06	ENSG00000046604.15
A0A7P0T8Z2	ENSG00000130340.17
A0A8V8NCV2	ENSG00000155158.20
A0A8V8TNM7	ENSG00000164185.7
A0A8V8TPW8	ENSG00000146648.21
A0A8V8TQJ2	ENSG00000171316.14
A0A7I2V2Z4	ENSG00000135486.19
A0A7I2V3L2	ENSG00000163945.19
A0A7I2V3P1	ENSG00000122566.22
A0AAG2UXD0	ENSG00000292447.1
A0A140T9T6	ENSG00000230708.10
A0A140T8W5	ENSG00000180815.15
A0A1C7CYX8	ENSG00000065809.14
A0A1C7CYX9	ENSG00000092964.18
A0A1D5RMS3	ENSG00000214367.10
A0A7P0T8A9	ENSG00000141252.21
A0A7P0T8Y7	ENSG00000058056.10
A0A7P0T9G6	ENSG00000131462.9
A0A7P0TBL3	ENSG00000100023.20
A0A804HIZ9	ENSG00000135317.14
A0A494C116	ENSG00000281938.2
A0A494C100	ENSG00000286235.1
A0A6Q8PHF4	ENSG00000070061.16
A0A8I5KS91	ENSG00000163913.14
A0A8I5KUT8	ENSG00000205084.12
A0A2R8Y5P0	ENSG00000137710.17
A0A2R8Y852	ENSG00000257923.12
A0A2R8Y3T0	ENSG00000100473.18
A0A2R8Y6V7	ENSG00000074803.21
A0A2U3U0E3	ENSG00000110436.13
A0A669KBG2	ENSG00000054654.20
A0A9L9PXH9	ENSG00000178404.11
A0A6Q8PFF2	ENSG00000170445.16
A0A6Q8PHT3	ENSG00000153944.12
A0AAQ5BI09	ENSG00000130382.9
A0A590UKC5	ENSG00000142230.13
A0A5F9ZHT4	ENSG00000145362.21
A0A5F9ZI45	ENSG00000145362.21
A0A590UK98	ENSG00000188385.13
A0A5K1VW94	ENSG00000156110.15
A0A3B3IS79	ENSG00000141298.19
A0A3B3ISX0	ENSG00000181409.14
A0A3B3ITK0	ENSG00000186340.17
A0A3B3IU83	ENSG00000186487.21
A0A8V8TM79	ENSG00000198589.15
A0A8V8TM93	ENSG00000103005.13
A0A7I2V498	ENSG00000005844.19
A0A7I2V5M3	ENSG00000135047.16
A0A7I2V650	ENSG00000184012.14
A0A7I2V2N0	ENSG00000183735.11
A0A8I5KQ03	ENSG00000118058.25
A0A8I5KQF5	ENSG00000101333.19
A0A8I5KQR8	ENSG00000126012.13
A0A8I5KVP2	ENSG00000205084.12
A0A8I5KX57	ENSG00000064787.14
A0A8I5QJN8	ENSG00000133812.18
A0AAA9X3B1	ENSG00000188263.11
A0AAA9YHK8	ENSG00000243910.9
A0A804HIR2	ENSG00000171798.19
A0A804HKG4	ENSG00000009830.13
A0A804HKL6	ENSG00000288701.1
A0A804HL95	ENSG00000130640.15
A0A804HLB9	ENSG00000288711.1
A0A8Q3SIU1	ENSG00000075391.18
A0A8Q3WLT1	ENSG00000102977.18
A0A8V8TLE4	ENSG00000086300.17
A0A8V8TM13	ENSG00000101109.13
A0A8V8TMG7	ENSG00000136631.16
A0A8V8TMR9	ENSG00000107521.21
A0A8V8TNT9	ENSG00000149781.14
A0A7P0T9P8	ENSG00000072041.18
A0A7P0TBE3	ENSG00000095787.26
A0A804HL48	ENSG00000156983.17
A0AA34QVH7	ENSG00000102096.10
A0A494C011	ENSG00000162374.18
A0A494C108	ENSG00000129347.21
D6RBT3	ENSG00000145494.12
D6RD31	ENSG00000067606.17
F8WAX6	ENSG00000163507.15
J3KP55	ENSG00000144355.15
B0QY55	ENSG00000100221.11
B1AJR9	ENSG00000196090.14
D6R9U7	ENSG00000113356.13
D6RA95	ENSG00000158813.18
D6RB59	ENSG00000180104.16
D6RIZ8	ENSG00000168214.22
E5RHB0	ENSG00000179178.11
F8W9U4	ENSG00000047849.22
F8WB29	ENSG00000118004.18
F8WCB6	ENSG00000099949.22
F8WDU2	ENSG00000206560.12
F8WFD6	ENSG00000159761.15
J3QKS5	ENSG00000102908.23
J3QR48	ENSG00000108424
J3QRB8	ENSG00000128482.16
J3QRX2	ENSG00000108342.13
A0A994J5T9	ENSG00000135837.18
A0A669KAX0	ENSG00000198945.8
A0A6I8PU59	ENSG00000105479.16
A0A6Q8PGQ7	ENSG00000116198.14
A0A6Q8PHK2	ENSG00000107890.17
A0A5F9ZHU7	ENSG00000146143.19
A0A5H1ZRS8	ENSG00000277734.8
H7C1U5	ENSG00000100364.19
H7C2L3	ENSG00000163703.20
J3QQS4	ENSG00000198844.12
Q5THN1	ENSG00000051620.11
Q5TI88	ENSG00000184459.10
A0A0A0MQQ9	ENSG00000004777
A0A1B0GUV2	ENSG00000096093.16
E7ETN9	ENSG00000114638.8
H7C1T1	ENSG00000168385.18
H7C3R6	ENSG00000176261
C9J368	ENSG00000176597.12
C9JES6	ENSG00000134072.11
C9JH44	ENSG00000142173.17
C9JQ41	ENSG00000160124.9
C9JRX0	ENSG00000163848.20
C9J884	ENSG00000128596.17
C9JB67	ENSG00000128604.21
C9JK31	ENSG00000166526.19
C9JP07	ENSG00000065371.18
C9JUM1	ENSG00000075624.17
C9K0R0	ENSG00000184500.16
C9IYD3	ENSG00000160746.13
C9JJM7	ENSG00000131373.15
C9JYU7	ENSG00000156030.14
E5RH80	ENSG00000155926.14
E9PEC3	ENSG00000114054.14
E9PFH2	ENSG00000012817.16
E9PII8	ENSG00000064886.14
E9PKY4	ENSG00000069702.11
E9PQX6	ENSG00000174516.15
G3V405	ENSG00000198894.8
X6RK76	ENSG00000148841.17
E9PDF2	ENSG00000105953.16
E9PHT9	ENSG00000164111.15
E9PPJ0	ENSG00000087365.16
G3V3A4	ENSG00000100603.14
H0YC73	ENSG00000155506.19
H0YHS3	ENSG00000111785.21
C9J4K2	ENSG00000154556.20
F5H4R1	ENSG00000085511.20
H0Y3T8	ENSG00000121417.14
H0YCM1	ENSG00000122417.16
H0YI06	ENSG00000185721.14
H0YIF7	ENSG00000165899.12
R4GNA2	ENSG00000148513
V9GYY4	ENSG00000118518.17
C9J4E3	ENSG00000145012.15
F5GX79	ENSG00000134759.14
F5GYR2	ENSG00000118557.16
F5H0R6	ENSG00000021300.14
F5H159	ENSG00000122136.14
